Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
Madonna,Don't Cry For Me Argentina,16,4.45,0,2/24/97,6/16/97,0,1997,85,1
Aaliyah,The One I Gave My Heart To,20,3.883333333,0,10/6/97,2/23/98,0,1997,124,1
Hanson,I Will Come To You,20,4.083333333,0,12/1/97,4/20/98,0,1997,139,1
R. Kelly,Gotham City,20,4.833333333,0,7/21/97,12/8/97,0,1997,82,1
Sheryl Crow,If It Makes You Happy,27,4.533333333,0,9/23/96,3/31/97,0,1997,95,1
702,Get It Together,20,4.866666667,0,2/17/97,7/7/97,0,1997,114,1
B-Rock & The Bizz,My Baby Daddy,19,3.566666667,0,4/21/97,9/1/97,0,1997,135,1
Seal,Fly Like An Eagle,20,3.633333333,0,12/23/96,5/12/97,0,1997,97,1
U2,Discotheque,11,4.95,0,2/24/97,5/12/97,0,1997,120,1
Sister Hazel,All For You,41,3.633333333,0,7/14/97,4/27/98,0,1997,136,1
MC Lyte,Cold Rock A Party,20,4.083333333,0,12/2/96,4/21/97,0,1997,92,1
Sheryl Crow,Everyday Is A Winding Road,20,4.233333333,0,3/31/97,8/18/97,0,1997,113,1
Gina G,Ooh Aah.. Just A Little Bit,30,3.35,0,12/2/96,6/30/97,0,1997,90,1
98Á,Invisible Man,28,4.666666667,0,7/14/97,1/26/98,0,1997,89,1
Coolio,C U When U Get There,20,5.1,0,7/7/97,11/24/97,0,1997,91,1
"Missy ""Misdemeanor"" Elliott",Sock It 2 Me,20,4.333333333,0,10/20/97,3/9/98,0,1997,81,1
Magoo & Timbaland,Up Jumps Da Boogie,20,4.883333333,0,7/21/97,12/8/97,0,1997,75,1
Erykah Badu,On & On,19,3.75,0,1/27/97,6/9/97,0,1997,80,1
Scarface,Smile,19,5,0,6/23/97,11/3/97,0,1997,77,1
Sarah McLachlan,Building A Mystery,22,4.05,0,9/8/97,2/9/98,0,1997,81,1
112,Cupid,28,4.1,0,3/3/97,9/15/97,0,1997,87,1
Freak Nasty,Da' Dip,33,3.833333333,0,1/6/97,8/25/97,0,1997,131,1
Whitney Houston,Step By Step,17,4.15,0,3/17/97,7/14/97,0,1997,115,1
Total,What About Us,24,4.366666667,0,9/1/97,2/16/98,0,1997,88,1
Next,Butta Love,23,4.883333333,0,9/8/97,2/16/98,0,1997,108,1
Da Brat,Ghetto Love,15,3.366666667,0,3/24/97,7/7/97,0,1997,93,1
Duncan Sheik,Barely Breathing,55,4.2,0,12/2/96,12/22/97,0,1997,94,1
En Vogue,Whatever,15,4.133333333,0,7/21/97,11/3/97,0,1997,90,1
Brian McKnight,You Should Be Mine (Don't Waste Your Time),20,4.733333333,0,9/8/97,1/26/98,0,1997,94,1
Heavy D,Big Daddy,19,3.8,0,3/10/97,7/21/97,0,1997,89,1
Lil' Kim,No Time,20,4.95,0,11/11/96,3/31/97,0,1997,90,1
"Spice Girls, The",Spice Up Your Life,20,2.833333333,0,11/10/97,3/30/98,0,1997,124,1
Toni Braxton,I Don't Want To,20,4.283333333,0,3/31/97,8/18/97,0,1997,120,1
Toni Braxton,I Love Me Some Him,20,5.016666667,0,3/31/97,8/18/97,0,1997,127,1
SWV,Someone,20,4.083333333,0,7/28/97,12/15/97,0,1997,86,1
Bruce Springsteen,Secret Garden,16,4.416666667,0,3/24/97,7/14/97,0,1997,86,1
Warren G,I Shot The Sheriff,19,3.783333333,0,3/24/97,8/4/97,0,1997,91,1
Montell Jordan,What's On Tonight,20,4.583333333,0,2/17/97,7/7/97,0,1997,112,1
Joe,Don't Wanna Be A Player,20,5,0,5/5/97,9/22/97,0,1997,81,1
Fiona Apple,Criminal,20,5.65,0,10/6/97,2/23/98,0,1997,89,1
Mr. President,Coco Jamboo,20,3.6,0,8/4/97,12/22/97,0,1997,99,1
No Mercy,Please Don't Go,18,4,0,2/10/97,6/16/97,0,1997,124,1
"Cranberries, The",When You're Gone,20,4.816666667,0,11/25/96,4/14/97,0,1997,93,1
Tony! Toni! Ton_!,Thinking Of You,20,3.866666667,0,5/12/97,9/29/97,0,1997,85,1
Raybon Bros.,Butterfly Kisses,17,4.683333333,0,6/16/97,10/13/97,0,1997,86,1
Nas,Street Dreams,17,4.116666667,0,11/11/96,3/10/97,0,1997,91,1
White Town,Your Woman,20,4.3,0,3/31/97,8/18/97,0,1997,102,1
Milestone,I Care 'Bout You,20,4.583333333,0,9/1/97,1/19/98,0,1997,76,1
Trisha Yearwood,How Do I Live,12,4.416666667,0,6/23/97,9/15/97,0,1997,129,1
Mary J. Blige,Everything,20,4.95,0,9/29/97,2/16/98,0,1997,110,1
Amber,This Is Your Night,40,4,0,6/17/96,3/24/97,0,1997,127,1
Michael Bolton,Go The Distance,20,4.683333333,0,6/9/97,10/27/97,0,1997,132,1
Ray J,Let It Go ,20,4.5,0,3/10/97,7/28/97,0,1997,93,1
"Blackout Allstars, The",I Like It,22,4.316666667,0,12/9/96,5/12/97,0,1997,128,1
Master P,I Miss My Homies,20,5.383333333,0,9/8/97,1/26/98,0,1997,125,1
Shania Twain,Love Gets Me Every Time,20,3.533333333,0,10/13/97,3/2/98,0,1997,122,1
"10,000 Maniacs",More Than This,18,4,0,7/14/97,11/17/97,0,1997,124,1
K-Ci & JoJo,You Bring Me Up,20,4.316666667,0,6/16/97,11/3/97,0,1997,90,1
U2,Staring At The Sun,18,4.6,0,4/28/97,9/1/97,0,1997,70,1
Real McCoy,One More Time,20,3.983333333,0,3/31/97,8/18/97,0,1997,133,1
Bone Thugs N Harmony,If I Could Teach The World,20,4.35,0,10/20/97,3/9/98,0,1997,80,1
Bee Gees,Alone,20,4.283333333,0,6/9/97,10/27/97,0,1997,109,1
Mary J. Blige,I Can Love You,19,4.75,0,7/28/97,12/8/97,0,1997,87,1
Metallica,The Memory Remains,19,4.583333333,0,12/1/97,4/13/98,0,1997,144,1
E-40,Things'll Never Change,14,5.016666667,0,2/3/97,5/12/97,0,1997,87,1
E-40,Rappers' Ball,14,5.416666667,0,2/3/97,5/12/97,0,1997,89,1
DJ Kool,Let Me Clear My Throat,20,4.8,0,2/3/97,6/23/97,0,1997,102,1
Prodigy,Firestarter,20,3.75,0,1/20/97,6/9/97,0,1997,141,1
Rome,Do You Like This,20,4.1,0,8/4/97,12/22/97,0,1997,107,1
Various Artists,ESPN Presents The Jock Jam,25,3.25,0,5/12/97,11/3/97,0,1997,126,1
She Moves,Breaking All The Rules,20,3.4,0,11/10/97,3/30/98,0,1997,109,1
Mint Condition,You Don't Have To Hurt No More,16,4.2,0,3/31/97,7/21/97,0,1997,113,1
Immature,Watch Me Do My Thing,14,3.65,0,2/3/97,5/12/97,0,1997,93,1
112,Come See Me,20,4.333333333,0,11/11/96,3/31/97,0,1997,83,1
En Vogue,"Too Gone, Too Long",17,4.083333333,0,10/13/97,2/9/98,0,1997,74,1
Kenny Lattimore,For You,20,3.95,0,3/31/97,8/18/97,0,1997,137,1
LeAnn Rimes,You Light Up My Life,20,3.566666667,0,9/15/97,2/2/98,0,1997,78,1
Rampage,Take It To The Streets,17,3.583333333,0,7/21/97,11/17/97,0,1997,101,1
"Roots, The",What They Do,15,5.916666667,0,1/13/97,4/28/97,0,1997,92,1
Allure,Head Over Heels,15,4.2,0,3/17/97,6/30/97,0,1997,96,1
H-Town,They Like It Slow,20,4.4,0,10/13/97,3/2/98,0,1997,115,1
Le Click,Call Me,25,3.733333333,0,3/10/97,9/1/97,0,1997,136,1
Aerosmith,Falling In Love (Is Hard On The Knees),15,3.366666667,0,3/3/97,6/16/97,0,1997,116,1
702,All I Want,12,3.983333333,0,8/18/97,11/10/97,0,1997,94,1
Warren G,Smokin' Me Out,14,3.633333333,0,6/23/97,9/29/97,0,1997,91,1
OutKast,ATLiens,17,3.75,0,12/2/96,3/31/97,0,1997,97,1
Refugee Camp All Stars,Avenues,14,4.283333333,0,9/22/97,12/29/97,0,1997,103,1
Luscious Jackson,Naked Eye,26,4.066666667,0,12/23/96,6/23/97,0,1997,131,1
Imani Coppota,Legend Of A Cowgirl,20,3.7,0,9/15/97,2/2/98,0,1997,,1
Mack 10,Backyard Boogie,20,4.3,0,9/1/97,1/19/98,0,1997,95,1
Quad City DJ's,Space Jam,20,3.633333333,0,12/23/96,5/12/97,0,1997,132,1
Savage Garden,To The Moon And Back,20,4.483333333,0,7/28/97,12/15/97,0,1997,104,1
Mack 10,Nothin' But The Cavi Hit,20,4.033333333,0,12/16/96,5/5/97,0,1997,97,1
Depeche Mode,It's No Good,20,5.95,0,5/19/97,10/6/97,0,1997,99,1
Diana King,I Say A Little Prayer,20,3.383333333,0,7/21/97,12/8/97,0,1997,125,1
Peach Union,On My Own,13,3.633333333,0,9/22/97,12/22/97,0,1997,104,1
Brownstone,5 Miles To Empty,16,5.083333333,0,5/19/97,9/8/97,0,1997,134,1
Zhane,Request Line,12,3.916666667,0,3/17/97,6/9/97,0,1997,99,1
Blessid Union Of Souls,I Wanna Be There,20,4.45,0,5/12/97,9/29/97,0,1997,70,1
"Smashing Pumpkins, The",33,20,4.066666667,0,12/2/96,4/21/97,0,1997,128,1
Westside Connection,Gangstas Make The World Go Round,20,4.533333333,0,3/10/97,7/28/97,0,1997,90,1
Gloria Estefan,I'm Not Giving You Up,19,3.683333333,0,12/9/96,4/21/97,0,1997,97,1
Crystal Waters,Say.. If You Feel Alright,15,3.516666667,0,2/24/97,6/9/97,0,1997,84,1
Jon Secada,"Too Late, Too Soon",18,3.766666667,0,3/17/97,7/21/97,0,1997,80,1
No Mercy,When I Die,20,4.466666667,0,6/9/97,10/27/97,0,1997,147,1
Donna Lewis,Without Love,15,3.583333333,0,12/16/96,3/31/97,0,1997,91,1
Los Umbrellos,No Tengo Dinero,27,3.55,0,9/1/97,3/9/98,0,1997,109,1
Richard Marx,Until I Find You Again,20,4.333333333,0,4/21/97,9/8/97,0,1997,153,1
Redman,Whateva Man,15,3.55,0,2/3/97,5/19/97,0,1997,87,1
Michael Jackson,Blood On The Dance Floor,11,4.116666667,0,5/12/97,7/28/97,0,1997,108,1
Bill Engvall,Here's Your Sign (Get The Picture),20,3.633333333,0,2/24/97,7/14/97,0,1997,88,1
Johnny Gill,It's Your Body,19,5.483333333,0,12/16/96,4/28/97,0,1997,125,1
3rd Party,Can U Feel It,20,4.183333333,0,5/5/97,9/22/97,0,1997,127,1
Yvette Michele,I'm Not Feeling You,14,4.333333333,0,2/24/97,6/2/97,0,1997,98,1
Gary Barlow,So Help Me Girl,20,4.416666667,0,10/20/97,3/9/98,0,1997,84,1
Billy Lawrence,Come On,19,4.133333333,0,4/14/97,8/25/97,0,1997,94,1
Wyclef Jean,We Trying To Stay Alive,12,3.233333333,0,6/16/97,9/8/97,0,1997,98,1
Sneaker Pimps,6 Underground,22,3.85,0,5/5/97,10/6/97,0,1997,84,1
John Mellencamp,Just Another Day,20,3.45,0,2/24/97,7/14/97,0,1997,72,1
4,Have A Little Mercy,20,4.216666667,0,8/25/97,1/12/98,0,1997,102,1
K-Ci & JoJo,Last Night's Letter,20,4.633333333,0,10/6/97,2/23/98,0,1997,131,1
Gina G,Gimme Some Love,11,3.466666667,0,6/16/97,9/1/97,0,1997,133,1
LL Cool J,Ain't Nobody,11,4.5,0,12/30/96,3/17/97,0,1997,99,1
Nine Inch Nails,The Perfect Drug,9,7.383333333,0,6/2/97,8/4/97,0,1997,74,1
Depeche Mode,Barrel Of A Gun,5,5.316666667,0,2/24/97,3/31/97,0,1997,82,1
Better Than Ezra,Desperately Wanting,20,4.583333333,0,12/23/96,5/12/97,0,1997,99,1
Wild Orchid,Talk To Me,15,3.933333333,0,3/3/97,6/16/97,0,1997,119,1
Donell Jones,Knocks Me Off My Feet,20,3.666666667,0,11/4/96,3/24/97,0,1997,83,1
Camp Lo,Luchini aka (This Is It),17,3.933333333,0,1/6/97,5/5/97,0,1997,82,1
Billy Joel,To Make You Feel My Love,9,3.75,0,8/18/97,10/20/97,0,1997,136,1
Martina McBride,Valentine,16,3.2,0,11/3/97,2/23/98,0,1997,95,1
Naughty By Nature,Mourn You Til I Join You,12,5,0,11/17/97,2/9/98,0,1997,89,1
Sam Salter,"After 12, Before 6",16,4.4,0,8/25/97,12/15/97,0,1997,118,1
DJ Taz,That's Right,20,6.05,0,4/7/97,8/25/97,0,1997,135,1
Joose,If Tomorrow Never Comes,17,4.05,0,3/24/97,7/21/97,0,1997,139,1
Aerosmith,Hole In My Soul,11,6.166666667,0,8/25/97,11/10/97,0,1997,75,1
Lost Boyz,Me And My Crazy World,10,5.183333333,0,9/22/97,12/1/97,0,1997,91,1
OutKast,Jazzy Belle,14,4.05,0,4/14/97,7/21/97,0,1997,92,1
Duran Duran,Electric Barbarella,9,5.166666667,0,10/13/97,12/15/97,0,1997,129,1
Foxy Brown,Big Bad Mamma,15,3.866666667,0,8/18/97,12/1/97,0,1997,106,1
DJ Company,Rhythm Of Love,19,3.916666667,0,6/16/97,10/27/97,0,1997,141,1
Christion,Full Of Smoke,18,3.55,0,4/28/97,9/1/97,0,1997,72,1
Rod Stewart,If We Fall In Love Tonight,20,3.95,0,11/18/96,4/7/97,0,1997,87,1
Jocelyn Enriquez,A Little Bit Of Ecstasy,20,3.733333333,0,4/7/97,8/25/97,0,1997,130,1
Tracey Lee,The Theme (It's Party Time),18,4.416666667,0,2/17/97,6/23/97,0,1997,99,1
Laurnea,Can't Let Go,15,4,0,6/30/97,10/13/97,0,1997,145,1
Erasure,In My Arms,8,3.416666667,0,5/26/97,7/21/97,0,1997,99,1
"Isley Brothers, The",Tears,11,4.1,0,1/13/97,3/31/97,0,1997,75,1
LL Cool J,Phenomenon,9,3.083333333,0,11/3/97,1/5/98,0,1997,105,1
Deborah Cox,Things Just Ain't The Same,17,3.633333333,0,7/7/97,11/3/97,0,1997,71,1
Patti LaBelle,When You Talk About Love,12,5.5,0,7/21/97,10/13/97,0,1997,98,1
Olive,You're Not Alone,20,4.133333333,0,10/27/97,3/16/98,0,1997,135,1
Leah Andreone,"It's Alright, It's Ok",20,4.333333333,0,1/27/97,6/16/97,0,1997,110,1
Big Punisher,I'm Not A Player,20,5.116666667,0,11/3/97,3/23/98,0,1997,94,1
Bee Gees,Still Waters (Run Deep),9,4.033333333,0,12/15/97,2/16/98,0,1997,98,1
Richie Rich,Do G's Get To Go To Heaven?,15,5.916666667,0,3/3/97,6/16/97,0,1997,84,1
U2,Last Night On Earth,8,4.233333333,0,7/21/97,9/15/97,0,1997,,1
BLACKstreet,Fix,10,4.7,0,8/4/97,10/13/97,0,1997,92,1
Tela,Sho Nuff,8,5.133333333,0,3/31/97,5/26/97,0,1997,146,1
Alan Jackson,Little Bitty,10,2.583333333,0,11/18/96,1/27/97,0,1997,81,1
George Strait,One Night At A Time,12,3.766666667,0,4/7/97,6/30/97,0,1997,112,1
Dana,As We Lay,11,4.466666667,0,9/1/97,11/17/97,0,1997,132,1
Master P,If I Could Change,15,5.116666667,0,5/19/97,9/1/97,0,1997,,1
Davina,So Good,19,4.55,0,11/3/97,3/16/98,0,1997,116,1
Metallica,Hero Of The Day,18,4.333333333,0,11/11/96,3/17/97,0,1997,119,1
Lost Boyz,Get Up,17,3.816666667,0,1/6/97,5/5/97,0,1997,,1
"Notorious B.I.G., The",Sky's The Limit,1,4.166666667,0,12/8/97,12/15/97,0,1997,93,1
SWV,It's All About U,15,3.666666667,0,1/20/97,5/5/97,0,1997,93,1
Daft Punk,Around The World,20,3.15,0,9/1/97,1/19/98,0,1997,128,1
3rd Party,Love Is Alive,11,3.8,0,9/29/97,12/15/97,0,1997,128,1
Rockell,I Fell In Love,18,4.516666667,0,11/11/96,3/17/97,0,1997,135,1
New Edition,One More Day,10,3.866666667,0,6/9/97,8/18/97,0,1997,87,1
Martina McBride,A Broken Wing,4,3.566666667,0,10/6/97,11/3/97,0,1997,100,1
Le Click,Don't Go,19,3.933333333,0,9/29/97,2/9/98,0,1997,130,1
Nu Flavor,Sweet Sexy Thing,20,3.6,0,4/21/97,9/8/97,0,1997,127,1
Faithless,Insomnia,19,3.516666667,0,3/31/97,8/11/97,0,1997,127,1
Abra Moore,Four Leaf Clover,13,3.5,0,7/21/97,10/20/97,0,1997,128,1
Goodfellaz,Sugar Honey Ice Tea,10,4.366666667,0,12/16/96,2/24/97,0,1997,,1
Paul McCartney,The World Tonight,10,4,0,5/26/97,8/4/97,0,1997,120,1
Collective Soul,Precious Declaration,10,3.65,0,4/7/97,6/16/97,0,1997,107,1
Changing Faces,All Of My Days,12,3.966666667,0,11/10/97,2/2/98,0,1997,85,1
Jagged Edge,The Way That You Talk,9,3.583333333,0,9/22/97,11/24/97,0,1997,91,1
Tori Amos,Silent All These Years,20,4.166666667,0,3/24/97,8/11/97,0,1997,129,1
David Bowie,I'm Afraid Of Americans,16,5.516666667,0,11/24/97,3/16/98,0,1997,80,1
Kenny G,Havana,19,3.833333333,0,3/10/97,7/21/97,0,1997,122,1
Veronica,No One But You,13,5.083333333,0,6/2/97,9/1/97,0,1997,96,1
"Alkaholiks, Tha",Hip Hop Drunkies,9,4.866666667,0,6/30/97,9/1/97,0,1997,97,1
Livin' Joy,Don't Stop Movin',20,3.516666667,0,1/27/97,6/16/97,0,1997,129,1
Richie Rich,Let's Ride,13,4.5,0,12/2/96,3/3/97,0,1997,88,1
Insane Clown Posse,Santa's A Fat Bitch,5,4.366666667,0,12/29/97,2/2/98,0,1997,94,1
"Kinleys, The",Please,12,3.55,0,10/6/97,12/29/97,0,1997,140,1
2 Pac,I Wonder If Heaven Got A Ghetto,11,4.583333333,0,12/15/97,3/2/98,0,1997,,1
Jon B.,Don't Say,15,4,0,9/1/97,12/15/97,0,1997,59,1
Keith Sweat,Come With Me,11,3.833333333,0,6/16/97,9/1/97,0,1997,118,1
Le Click,Tonight Is The Night,14,3.883333333,0,10/21/96,1/27/97,0,1997,,1
CRU,Just Another Case,8,3.666666667,0,7/7/97,9/1/97,0,1997,99,1
Nastyboy Klick,Down For Yours,17,4.066666667,0,8/11/97,12/8/97,0,1997,72,1
John Michael Montgomery,Friends,12,3.8,0,12/30/96,3/24/97,0,1997,71,1
Immature,I'm Not A Fool,8,4.3,0,9/15/97,11/10/97,0,1997,,1
Trace Adkins,The Rest Of Mine,16,3.15,0,10/20/97,2/9/98,0,1997,128,1
Big Bub,Need Your Love,5,3.633333333,0,9/8/97,10/13/97,0,1997,95,1
KRS-One,Step Into A World (Rapture's Delight),13,4.5,0,4/7/97,7/7/97,0,1997,,1
Adina Howard,(Freak) And U Know It,7,4.05,0,7/28/97,9/15/97,0,1997,103,1
Wild Orchid,Supernatural,6,4.133333333,0,8/25/97,10/6/97,0,1997,103,1
Tru,I Always Feel Like (Somebody's Watchin Me),15,4.183333333,0,2/10/97,5/26/97,0,1997,98,1
Diana King,L-L-Lies,15,4.116666667,0,11/24/97,3/9/98,0,1997,,1
Deana Carter,We Danced Anyway,9,3.383333333,0,2/10/97,4/14/97,0,1997,94,1
Collective Soul,Listen,11,4.216666667,0,6/30/97,9/15/97,0,1997,99,1
Shaggy,Piece Of My Heart,10,4.2,0,9/1/97,11/10/97,0,1997,82,1
Forest For The Trees,Dream,3,3.25,0,11/3/97,11/24/97,0,1997,,1
Playa,Don't Stop The Music,15,3.35,0,11/17/97,3/2/98,0,1997,,1
"O'Jays, The",What's Stopping You,11,4.2,0,7/7/97,9/22/97,0,1997,88,1
Beck,Jack-Ass,10,3.383333333,0,9/15/97,11/24/97,0,1997,127,1
Amber,Colour Of Love,10,3.45,0,1/20/97,3/31/97,0,1997,126,1
Lisa Stansfield,"Never, Never Gonna Give You Up",9,4.716666667,0,8/11/97,10/13/97,0,1997,89,1
Shania Twain,God Bless The Child,5,3.8,0,12/30/96,2/3/97,0,1997,85,1
SWV,Can We,15,4.783333333,0,8/4/97,11/17/97,0,1997,85,1
Myron,We Can Get Down,8,4,0,9/8/97,11/3/97,0,1997,125,1
Ultra Nat_,Free,19,3.533333333,0,8/25/97,1/5/98,0,1997,96,1
LL Cool J,"4, 3, 2, 1",12,4.95,0,12/29/97,3/23/98,0,1997,66,1
Clint Black,Something That We Do,9,3.933333333,0,12/22/97,2/23/98,0,1997,131,1
Queen Latifah,It's Alright,4,3.616666667,0,9/15/97,10/13/97,0,1997,101,1
"O'Jays, The",Baby You Know,7,4.1,0,11/10/97,12/29/97,0,1997,,1
Phil Collins,It's In Your Eyes,14,2.966666667,0,2/17/97,5/26/97,0,1997,121,1
Peter Cetera,You're The Inspiration,10,4.05,0,10/20/97,12/29/97,0,1997,72,1
Susanna Hoffs,All I Want,12,3.283333333,0,12/2/96,2/24/97,0,1997,112,1
Tre,Take Your Time,10,4.8,0,2/17/97,4/28/97,0,1997,70,1
Trapp,Stop The Gunfight,7,3.866666667,0,4/28/97,6/16/97,0,1997,82,1
Whitney Houston,My Heart Is Calling,4,4.166666667,0,7/7/97,8/4/97,0,1997,92,1
Jamiroquai,Alright,8,4.316666667,0,10/13/97,12/8/97,0,1997,105,1
Beck,The New Pollution,7,3.666666667,0,6/2/97,7/21/97,0,1997,132,1
Trace Adkins,Every Light In The House,9,2.966666667,0,11/25/96,1/27/97,0,1997,129,1
Samantha Cole,Happy With You,5,3.766666667,0,9/1/97,10/6/97,0,1997,92,1
Suga Free,If U Stay Ready,13,4.366666667,0,5/26/97,8/25/97,0,1997,97,1
Lil Suzy,Can't Get You Out Of My Mind,10,3.55,0,8/4/97,10/13/97,0,1997,,1
Jay-Z,Feelin' It,9,3.783333333,0,5/5/97,7/7/97,0,1997,83,1
"Chemical Brothers, The",Setting Sun,5,5.35,0,1/27/97,3/3/97,0,1997,134,1
Funky Green Dogs,Fired Up!,14,4,0,2/10/97,5/19/97,0,1997,,1
Luther Vandross,I Can Make It Better,10,4.433333333,0,12/23/96,3/3/97,0,1997,111,1
No Mercy,Kiss You All Over,3,4.433333333,0,11/17/97,12/8/97,0,1997,,1
2 Pac,Runnin',14,4.533333333,0,2/3/97,5/12/97,0,1997,84,1
Bounty Killer,Hip-Hopera,5,4.083333333,0,3/17/97,4/21/97,0,1997,,1
O.C.,Far From Yours,3,4.066666667,0,8/18/97,9/8/97,0,1997,,1
Monifah,You Don't Have To Love Me,9,4.433333333,0,1/6/97,3/10/97,0,1997,92,1
Angelina,Without Your Love,15,3.816666667,0,2/17/97,6/2/97,0,1997,133,1
M.C. Luscious,Da' Dip,4,3.833333333,0,6/16/97,7/14/97,0,1997,134,1
Shaquille O'Neal,Men Of Steel,7,4.55,0,9/15/97,11/3/97,0,1997,91,1
Damage,Love II Love,4,4.016666667,0,7/7/97,8/4/97,0,1997,,1
BeBe Winans,In Harms Way,12,4.533333333,0,11/24/97,2/16/98,0,1997,,1
Ray J,Everything You Want,6,4.416666667,0,7/14/97,8/25/97,0,1997,,1
Yvette Michele,DJ Keep Playin' (Get Your Music On),7,4.566666667,0,11/17/97,1/5/98,0,1997,109,1
Natalie Cole,A Smile Like Yours,5,4.3,0,10/13/97,11/17/97,0,1997,115,1
Toby Keith,I'm So Happy I Can't Stop Crying,5,3.933333333,0,12/8/97,1/12/98,0,1997,147,1
Jay-Z,Who You Wit,4,4.116666667,0,6/9/97,7/7/97,0,1997,,1
Lorrie Morgan,Go Away,6,2.8,0,10/6/97,11/17/97,0,1997,112,1
Michael Peterson,"Drink, Swear, Steal & Lie",7,3,0,8/11/97,9/29/97,0,1997,103,1
Corina,Summertime Summertime,8,3.3,0,7/7/97,9/1/97,0,1997,,1
"Beatnuts, The",Off The Books,3,3.55,0,9/29/97,10/20/97,0,1997,99,1
Sneaker Pimps,Spin Spin Sugar,13,3.5,0,10/13/97,1/12/98,0,1997,128,1
Peggy Scott-Adams,Bill,4,5.166666667,0,3/31/97,4/28/97,0,1997,,1
Elmo and Patsy,Grandma Got Run Over By A Reindeer,1,3.4,0,1/12/98,1/19/98,0,1997,109,1
Tony Rich Project,Leavin',8,3.666666667,0,12/9/96,2/3/97,0,1997,95,1
Shades,Serenade,7,3.983333333,0,7/7/97,8/25/97,0,1997,95,1
Barenaked Ladies,The Old Apartment,6,3.55,0,5/12/97,6/23/97,0,1997,79,1
Ivory,Relax & Party,5,4.366666667,0,8/18/97,9/22/97,0,1997,97,1
"Brand New Heavies, The",Sometimes,5,4.333333333,0,5/19/97,6/23/97,0,1997,150,1
Depeche Mode,Home,3,5.666666667,0,12/8/97,12/29/97,0,1997,75,1
Love Tribe,Stand Up,5,3.15,0,1/27/97,3/3/97,0,1997,,1
Angelina,Tide Is High,4,4.8,0,8/18/97,9/15/97,0,1997,,1
Metallica,King Nothing,8,5.416666667,0,3/3/97,4/28/97,0,1997,112,1
Too Short,Call Me,3,4.916666667,0,5/12/97,6/2/97,0,1997,,1
Teddy Pendergrass,Don't Keep Wasting My Time,6,4.116666667,0,4/21/97,6/2/97,0,1997,126,1
Alfonzo Hunter,Weekend Thang,5,3.4,0,3/17/97,4/21/97,0,1997,81,1
Beenie Man,Dancehall Queen,3,3.7,0,8/18/97,9/8/97,0,1997,101,1
Mista,Lady,3,3.583333333,0,1/6/97,1/27/97,0,1997,84,1
Leschea,Fulton St.,2,4.233333333,0,6/16/97,6/30/97,0,1997,80,1
Brady Seals,"Another You, Another Me",4,3.916666667,0,1/27/97,2/24/97,0,1997,104,1
Merril Bainbridge,Under The Water,6,3.633333333,0,3/24/97,5/5/97,0,1997,93,1
Gyrl,Get Your Groove On,5,3.4,0,6/23/97,7/28/97,0,1997,125,1
Robin S,It Must Be Love,5,4,0,5/19/97,6/23/97,0,1997,110,1
Michael Jackson,Stranger In Moscow,2,4.05,0,8/25/97,9/8/97,0,1997,108,1
Billy Lawrence,Up & Down,7,3.966666667,0,12/15/97,2/2/98,0,1997,108,1
Tasha Holiday,Just The Way You Like It,5,3.766666667,0,4/21/97,5/26/97,0,1997,93,1
Lonestar,You Walked In,4,3.816666667,0,11/24/97,12/22/97,0,1997,136,1
Republica,Drop Dead Gorgeous,3,3.5,0,2/17/97,3/10/97,0,1997,,1
QT,My Baby Mama,4,3.933333333,0,2/3/97,3/3/97,0,1997,124,1
EPMD,The Joint,3,3.433333333,0,11/10/97,12/1/97,0,1997,89,1
Jay-Z,Sunshine,2,3.55,0,10/27/97,11/10/97,0,1997,64,1
Twista,Get It Wet,2,4.033333333,0,12/1/97,12/15/97,0,1997,129,1
R.E.M.,Electrolite,2,4.016666667,0,2/24/97,3/10/97,0,1997,122,1
Deborah Cox,The Sound Of My Tears,4,4.466666667,0,1/6/97,2/3/97,0,1997,,1
Sons Of Funk,Pushin' Inside You,2,3.833333333,0,10/27/97,11/10/97,0,1997,135,1
K5,Passion,3,4.05,0,2/10/97,3/3/97,0,1997,,1
Wynonna,When Loves Starts Talkin',2,3.066666667,0,10/27/97,11/10/97,0,1997,75,1
Los Del Rio,Macarena (Bayside Boys Mix),60,3.9,1,9/4/95,10/28/96,0,1996,103,1
Toni Braxton,Un-Break My Heart,42,4.4,1,10/28/96,8/18/97,0,1996,110,1
Bone Thugs N Harmony,Tha Crossroads,20,3.8,1,5/13/96,9/30/96,0,1996,72,1
Celine Dion,Because You Loved Me,33,4.383333333,1,3/11/96,10/28/96,0,1996,120,1
BLACKstreet,No Diggity,31,5.05,1,10/14/96,5/19/97,0,1996,88,1
Mariah Carey,Always Be My Baby,32,4.266666667,1,4/8/96,11/18/96,0,1996,78,1
2 Pac,How Do U Want It,24,4,1,6/17/96,12/2/96,0,1996,92,1
Toni Braxton,You're Makin' Me High,41,4.483333333,1,6/10/96,3/24/97,0,1996,92,1
Toni Braxton,Let It Flow,41,4.333333333,0,6/10/96,3/24/97,0,1996,84,1
Donna Lewis,I Love You Always Forever,41,3.933333333,0,6/24/96,4/7/97,0,1996,103,1
Celine Dion,It's All Coming Back To Me Now,30,5.466666667,0,8/19/96,3/17/97,0,1996,91,1
